Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
386, 2514, 3, 14, 1839, 8231, 4241, 17069
387, 2810, 3, 9, 1853, 8305, 5620, 18807
388, 2380, 3, 13, 1860, 8082, 3511, 16073
389, 2334, 3, 9, 2099, 8287, 4893, 17844
390, 2269, 3, 13, 1899, 8414, 3215, 16028
391, 2403, 3, 11, 1927, 8256, 6052, 18862
392, 2424, 4, 16, 1905, 8121, 3292, 15980
393, 2511, 4, 13, 1829, 8427, 5921, 18905
394, 2472, 4, 14, 1845, 8054, 3361, 15965
395, 2116, 4, 12, 1868, 8613, 6167, 18995
396, 2467, 3, 11, 1840, 8688, 3650, 16871
397, 2229, 3, 13, 1820, 8131, 5620, 18032
398, 2791, 3, 12, 1887, 8919, 3750, 17577
399, 2295, 4, 10, 1885, 11248, 3830, 19480
400, 2780, 4, 13, 1886, 9413, 4092, 18409
401, 2593, 3, 11, 1822, 9380, 4570, 18587
402, 2733, 4, 13, 1845, 9287, 4318, 18415
403, 2571, 3, 13, 1802, 9513, 4374, 18486
404, 2566, 3, 12, 1811, 9204, 3577, 17383
405, 2200, 3, 11, 1858, 9207, 4023, 17509
406, 2513, 3, 12, 1806, 9261, 3574, 17378
407, 2096, 4, 10, 1838, 8201, 4158, 16519
408, 2409, 3, 14, 2225, 8416, 4071, 17352
409, 2521, 4, 11, 1856, 9753, 4198, 18555
410, 2765, 4, 15, 1857, 9372, 4079, 18307
411, 2445, 4, 11, 1821, 9372, 4727, 18594
412, 2759, 6, 22, 1897, 9313, 4042, 18269
413, 2476, 4, 11, 2053, 9528, 4280, 18576
414, 2515, 3, 13, 1921, 8169, 3429, 16268
415, 2607, 3, 10, 2435, 10705, 4659, 20640
416, 2525, 3, 14, 1972, 10372, 4140, 19240
417, 2770, 3, 11, 1872, 9635, 4094, 18602
418, 2505, 3, 13, 1945, 9295, 3275, 17250
419, 2267, 4, 11, 1818, 8330, 5004, 17643
420, 2544, 3, 13, 2121, 9379, 3968, 18243
421, 2269, 4, 13, 1933, 9134, 4114, 17675
422, 2414, 3, 13, 1922, 9382, 3278, 17225
423, 2269, 4, 10, 1793, 9239, 4165, 17686
424, 2338, 4, 15, 1870, 8951, 3792, 17192
425, 2132, 3, 11, 1882, 8251, 4183, 16674
426, 2559, 3, 13, 1897, 8641, 3858, 17195
427, 2553, 4, 14, 1884, 9105, 4941, 18713
428, 2549, 4, 13, 1870, 9032, 3484, 17167
429, 2260, 4, 12, 1865, 9231, 5135, 18714
430, 2294, 4, 14, 1859, 8857, 3920, 17167
431, 2195, 4, 11, 1812, 8206, 4265, 16699
432, 2297, 3, 13, 1890, 8518, 4214, 17152
433, 2417, 5, 11, 1912, 10818, 4351, 19728
434, 2502, 3, 14, 1914, 9358, 4131, 18136
435, 1838, 4, 13, 1876, 9464, 4328, 17752
436, 2537, 3, 14, 1849, 10697, 3772, 19084
437, 2541, 4, 11, 1851, 9428, 4755, 18799
438, 2541, 3, 14, 1817, 9554, 3937, 18081
