Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
412, 1053, 5, 18, 1125, 4365, 3938, 10834
413, 990, 6, 18, 1211, 4379, 4439, 11351
414, 882, 5, 16, 1092, 4251, 3628, 10167
415, 982, 6, 16, 1060, 4235, 4006, 10596
416, 1071, 6, 18, 1154, 4236, 4323, 11134
417, 960, 6, 15, 1172, 4220, 3788, 10460
418, 1085, 6, 17, 1261, 4591, 3902, 11168
419, 953, 7, 18, 1218, 4219, 3453, 10174
420, 1068, 6, 19, 1135, 4601, 3270, 10412
421, 934, 6, 18, 1136, 4147, 3553, 10104
422, 1117, 6, 18, 1082, 4434, 3460, 10407
423, 986, 7, 18, 1212, 4461, 4182, 11193
424, 1112, 6, 18, 1171, 4475, 4322, 11424
425, 978, 7, 17, 1164, 4352, 4397, 11210
426, 1178, 6, 18, 1189, 4425, 4254, 11377
427, 1031, 7, 18, 1197, 4219, 3429, 10223
428, 1006, 6, 17, 1160, 4188, 3596, 10275
429, 971, 6, 17, 1179, 4718, 4117, 11311
430, 1059, 7, 18, 1241, 4427, 4309, 11371
431, 1035, 5, 18, 1264, 4617, 3945, 11204
432, 1209, 7, 17, 1165, 4362, 4309, 11375
433, 990, 6, 17, 1045, 4218, 3718, 10302
434, 1083, 6, 18, 1187, 4320, 3441, 10377
435, 996, 7, 18, 1161, 4344, 30386, 37225
436, 886, 6, 18, 1288, 4747, 3955, 11199
437, 1002, 6, 20, 1285, 4289, 30364, 37278
438, 1148, 6, 17, 1184, 4170, 4372, 11222
439, 1025, 6, 18, 1211, 4126, 30371, 37082
440, 1081, 6, 17, 1188, 4149, 3493, 10245
441, 1038, 5, 18, 1110, 4153, 30377, 37002
442, 993, 6, 18, 1204, 4414, 4317, 11268
443, 963, 6, 17, 1208, 4306, 30359, 37186
444, 1051, 7, 17, 1195, 4579, 4001, 11157
445, 982, 6, 19, 1201, 4364, 30374, 37273
446, 1061, 6, 17, 1135, 4296, 3341, 10155
447, 1006, 6, 18, 1237, 4156, 30374, 37110
448, 1104, 6, 18, 1155, 4484, 4171, 11248
449, 1042, 6, 16, 1112, 4060, 30361, 36883
450, 1247, 7, 17, 1127, 4334, 4015, 11047
451, 968, 6, 14, 1103, 4492, 30387, 37252
452, 1123, 6, 17, 1093, 4476, 4339, 11364
453, 917, 6, 17, 1068, 3927, 30381, 36623
454, 1134, 6, 20, 1223, 4423, 4143, 11261
455, 965, 6, 18, 1249, 4348, 30343, 37238
456, 1047, 6, 17, 1127, 4520, 4274, 11301
457, 1018, 6, 16, 1205, 4038, 30337, 36914
458, 1122, 7, 18, 1134, 4243, 3484, 10299
459, 965, 7, 18, 1195, 4266, 30381, 37157
460, 1053, 7, 17, 1234, 4362, 4306, 11300
461, 925, 6, 19, 1147, 4539, 30397, 37349
462, 1198, 7, 17, 1226, 4289, 4223, 11287
463, 1000, 5, 17, 1199, 4276, 30375, 37197
464, 1141, 6, 14, 1172, 4256, 3451, 10325
465, 914, 6, 18, 1177, 4663, 30352, 37437
466, 1154, 6, 16, 1223, 4442, 4226, 11361
467, 930, 6, 17, 1175, 4394, 30375, 37208
468, 1193, 6, 17, 1093, 4154, 3640, 10402
469, 986, 6, 18, 1194, 4448, 30333, 37293
470, 1064, 6, 17, 1171, 4303, 3528, 10387
